repeat,tree_idx,split_prop,train_sites,test_sites,total_selected_sites,mean_abs_diff,median_abs_diff,max_abs_diff,mean_rel_diff,median_rel_diff,max_rel_diff,pct_rel_diff_gt_0.1,pct_rel_diff_gt_0.2,mean_train_dist,mean_test_dist
0,0,0.1,50,450,500,11.311101345232029,11.604643879317395,16.928130927356417,0.6878160911637574,0.6874281691750082,1.0,0.9997989949748743,0.999748743718593,5.122154277359172,16.433113490574883
0,0,0.2,100,400,500,8.148197152783373,8.3146673331544,12.97620838267661,0.5232040832940765,0.5250160464841355,1.0,0.9996482412060301,0.9994472361809045,7.394563528198363,15.542171364066643
0,0,0.3,150,350,500,4.8364094345404665,4.952287885762374,8.179880190633165,0.33684137735921604,0.3364854392501668,1.0,0.9986934673366834,0.9930150753768844,9.511616568693869,14.34675593137305
0,0,0.4,200,300,500,2.1205309740628002,2.162548740251486,4.47213595499958,0.16271155356236303,0.15837458846982674,1.0,0.9068341708542713,0.18346733668341708,11.069173677895568,13.181687998632972
0,0,0.5,250,250,500,0.6352646337350276,0.5478939082905132,3.0021363428005965,0.05533870308799585,0.04424818155467865,1.0,0.13482412060301507,0.013165829145728643,12.244641122703143,12.09478735370076
0,0,0.6,300,200,500,2.790067464192451,2.829535279242868,5.419817268906904,0.208318716789352,0.2052805857609737,1.0,0.9726633165829146,0.5397487437185929,13.48282793118526,10.698185590668361
0,0,0.7,350,150,500,4.679637438024992,4.832396974191326,7.952107231026563,0.3293977148404772,0.3269536026458109,1.0,0.9973869346733668,0.9894974874371859,14.283604405045313,9.605652404162202
0,0,0.8,400,100,500,6.988058402908744,7.303556476477562,11.138572685937637,0.45833826222248586,0.4639437325811026,1.0,0.9988944723618091,0.9971356783919598,15.150491203089873,8.16358187278069
0,0,0.9,450,50,500,10.929215716333404,11.328441681566925,16.10243888286457,0.6697198916982203,0.6684164600299684,1.0,0.9998492462311558,0.9998492462311558,16.337819058976226,5.408603342642821
1,0,0.1,50,450,500,10.771700384808335,11.08800749063506,16.90395501116884,0.6608861402869112,0.6591750945696365,1.0,0.999748743718593,0.9996984924623116,5.528790547704483,16.3002899274877
1,0,0.2,100,400,500,7.405675784115817,7.500526873960433,11.521794088284427,0.4859546454547931,0.4836022205056778,1.0,0.9995477386934674,0.9990452261306533,7.890737298612343,15.295837463973355
1,0,0.3,150,350,500,5.570810945065028,5.784919368456242,9.112928005656544,0.37994895481545365,0.3798263270539578,1.0,0.9975879396984925,0.9933668341708543,9.063836456832933,14.631967081234427
1,0,0.4,200,300,500,2.6319551614309886,2.6834939171632364,5.2160542425156216,0.19488607749503506,0.19560033346015634,1.0,0.9502010050251256,0.46557788944723616,10.786711992834876,13.412705373297923
1,0,0.5,250,250,500,0.6423054397003972,0.5447052939984331,2.9164728767528096,0.05474550015900337,0.04446691409409082,1.0,0.1314070351758794,0.01120603015075377,12.166760467559122,12.172779369591249
1,0,0.6,300,200,500,2.3164108321501358,2.312771064645146,5.656854249492381,0.17341651127418134,0.16954520146260033,1.0,0.9164321608040201,0.2893969849246231,13.265716211830833,10.96569211085236
1,0,0.7,350,150,500,4.411037989652715,4.550472577105513,7.849433241279208,0.3078130960594654,0.31204473782949266,1.0,0.99678391959799,0.9641206030150754,14.173214571632737,9.764315573750503
1,0,0.8,400,100,500,7.589589547756261,7.789273586369938,11.679614706374641,0.4952192613001147,0.4927427264982119,1.0,0.999145728643216,0.9974371859296483,15.357610529625768,7.76854689443443
1,0,0.9,450,50,500,10.386500753685876,10.64600742814038,16.497509887744254,0.6413930984813665,0.6402615329077492,1.0,0.9997989949748743,0.9997989949748743,16.200177464892707,5.8137944572244455
2,0,0.1,50,450,500,10.219391661646966,10.585152829157348,15.586220654009894,0.6307367106854705,0.6344702965307281,1.0,0.9995979899497487,0.9994974874371859,5.934740733616354,16.153990263247003
2,0,0.2,100,400,500,8.971384556622509,9.281319951542663,14.216714160362711,0.5682247581567292,0.5653865063198235,1.0,0.9995979899497487,0.9993969849246231,6.829354109207205,15.799847893181058
2,0,0.3,150,350,500,4.881919688839109,4.9359160707408165,8.562186877932165,0.3394040484985889,0.33713203472038317,1.0,0.9984924623115577,0.9862814070351759,9.483122519898712,14.363819334937073
2,0,0.4,200,300,500,2.4597001170646036,2.497718437958474,5.472596432753459,0.1824198777968813,0.183503419072274,1.0,0.9209547738693468,0.3741206030150754,10.886822037744402,13.329270036708703
2,0,0.5,250,250,500,0.6068605829200732,0.5292561664163209,3.7416573867739413,0.05257344023121478,0.042572892243661946,1.0,0.10964824120603014,0.012110552763819095,12.215806715488695,12.125175258357196
2,0,0.6,300,200,500,2.978918810013004,3.029542237389382,5.190475369001788,0.22316349098600438,0.21518025701088067,1.0,0.9908542713567839,0.6238693467336683,13.565968687365194,10.591337880272425
2,0,0.7,350,150,500,4.84401248744707,4.920383809904507,8.262861566023124,0.33643193758514933,0.3381718282472256,1.0,0.9990452261306533,0.9882412060301508,14.34894507517502,9.506528554924369
2,0,0.8,400,100,500,7.391613596434551,7.5770970299704405,11.891673430090243,0.4833958328490942,0.48258668800168,1.0,0.9994472361809045,0.9988944723618091,15.292542962799427,7.901345074575412
2,0,0.9,450,50,500,10.962297780190745,11.315630048695002,16.453216581470485,0.6708012826823425,0.6698873541132376,1.0,0.9998492462311558,0.9996984924623116,16.347465575117656,5.385510931968354
3,0,0.1,50,450,500,10.799573801572034,11.307936559002332,16.239398883317406,0.6621325748020755,0.6624736297221928,1.0,0.9998994974874372,0.9998994974874372,5.507106117200585,16.306679918772616
3,0,0.2,100,400,500,7.3543549607895375,7.6689758158369905,11.045548849896678,0.48197278656112363,0.48086269051503255,1.0,0.999748743718593,0.9995979899497487,7.925542033915499,15.27901774047902
3,0,0.3,150,350,500,5.125893117610663,5.331446279690132,8.624461080957383,0.35366281308959363,0.3537938273411359,1.0,0.9980402010050251,0.9924120603015075,9.335960698093475,14.460284108256054
3,0,0.4,200,300,500,3.2426968285430724,3.3430450955726396,6.200551931840952,0.2353949832164486,0.23826059995543947,1.0,0.9844723618090452,0.7816582914572864,10.4452401234191,13.681193696246394
3,0,0.5,250,250,500,0.6840524865467744,0.5857864376269049,3.7416573867739413,0.059265141167063,0.04699943734699988,1.0,0.1635678391959799,0.019748743718592966,12.071141436404178,12.265782050448637
3,0,0.6,300,200,500,2.476437482984925,2.467366725396361,5.16402054294559,0.18608226187602106,0.18531183010964739,1.0,0.9523618090452262,0.3813065326633166,13.344065452838096,10.873020846284774
3,0,0.7,350,150,500,4.903174426256249,5.011727375187329,7.90159413658926,0.34228777790538095,0.34209740774524805,1.0,0.9990954773869347,0.9944221105527639,14.372989913758245,9.47114448597495
3,0,0.8,400,100,500,7.939441765678354,8.246647460495394,12.095091099570913,0.5123567364276574,0.514176117589412,1.0,0.9994974874371859,0.9989447236180905,15.474095230915891,7.534937729270173
3,0,0.9,450,50,500,10.483320734464003,10.817432896235415,15.679943733591216,0.6463504160198337,0.6445906733445446,1.0,0.9997989949748743,0.999748743718593,16.22539440792089,5.742215805473205
4,0,0.1,50,450,500,11.95152287238302,12.370607038716866,17.537972759994023,0.722988847439684,0.7196384118904013,1.0,0.9998994974874372,0.9998994974874372,4.626225325077627,16.577748197460643
4,0,0.2,100,400,500,7.969040471454359,8.185468025664129,12.243225198182287,0.5161275446295105,0.5123913067199911,1.0,0.9995477386934674,0.9992964824120603,7.516582214728734,15.484870448401868
4,0,0.3,150,350,500,4.951944799879634,5.13204127336574,8.384628455710393,0.34277606440734126,0.34425614756979994,1.0,0.9978894472361809,0.9922613065326633,9.44148834476598,14.392503438801967
4,0,0.4,200,300,500,2.3292131880280174,2.3727174842586916,4.8463225582805425,0.17686592835168136,0.17427717615522953,1.0,0.9312060301507538,0.3050251256281407,10.953532454038648,13.277835855260228
4,0,0.5,250,250,500,0.6082443684741375,0.5362779084880209,2.8284271247461903,0.052878624141873054,0.04224573450038513,1.0,0.10346733668341708,0.01527638190954774,12.026760804630461,12.313943594987805
4,0,0.6,300,200,500,2.9560289958781993,3.0024502673219535,5.671171994062048,0.2196102258563236,0.2182640400294284,1.0,0.9837688442211056,0.638391959798995,13.557190323088811,10.603274930578166
4,0,0.7,350,150,500,4.89415237050611,5.104178252118537,8.288033553569402,0.33771423067954104,0.3418997475596739,1.0,0.9982412060301508,0.9898492462311558,14.368247155336828,9.475934976694822
4,0,0.8,400,100,500,7.798703139539656,8.079773658959915,11.940313317131512,0.506553581577193,0.5024814048950054,1.0,0.9993467336683417,0.999145728643216,15.428361424530351,7.630268390755601
4,0,0.9,450,50,500,10.72301733199298,11.069188076376385,16.453216581470485,0.659653038269337,0.6556793630481497,1.0,0.9996482412060301,0.9995979899497487,16.286425179562634,5.563407847569654
